charge_id,customer_id,user_id,amount,amount_refunded,currency,status,paid,payment_method,created,description,failure_code,failure_message,invoice_id,metadata,receipt_email,risk_level,risk_score
ch_68e8a0f5adfea6,cus_7e2f3103330b63,3563,29900,0,usd,succeeded,True,google_pay,2025-03-22 17:31:20.757838,Recurring payment - month 2,,,in_685fd308009ba5,"{""user_id"": ""3563"", ""recurring_month"": 2}",juliasutton@example.net,normal,20
ch_b7414260a506e0,cus_7e2f3103330b63,3563,29900,0,Eur,succeeded,True,card_amex,2025-04-21 12:31:20.757838,Recurring payment - month 3,,,in_b6f59e726f0326,"{""user_id"": ""3563"", ""recurring_month"": 3}",walkeralicia@example.net,normal,19
ch_c065de2c225daa,cus_7e2f3103330b63,3563,29900,0,USD,succeeded,True,apple_pay,2025-05-21 19:31:20.757838,Recurring payment - month 4,,,in_e057b0be44184e,"{""user_id"": ""3563"", ""recurring_month"": 4}",cesar64@example.com,normal,28
ch_afca00565b66ef,cus_78f396c83f9831,3592,29900,0,Eur,failed,False,card_mastercard,2025-01-15 02:08:57.348420,Subscription payment for plan price_ab6401b6223f01,expired_card,Your card was declined.,in_6498c15822941d,"{""user_id"": ""3592"", ""attempt"": 1}",eric12@example.org,elevated,72
ch_09f87d0b089ecd,cus_78f396c83f9831,3592,29900,14950,Eur,succeeded,True,card_discover,2025-01-15 03:15:16.846036,Subscription payment for plan price_ab6401b6223f01,,,in_3c3abaccfa6ae2,"{""user_id"": ""3592"", ""attempt"": 2}",jamesgould@example.net,normal,52
ch_f34de205358653,cus_78f396c83f9831,3592,29900,0,USD,succeeded,True,card_visa,2025-01-28 19:24:22.707534,Subscription payment for plan price_ab6401b6223f01,,,in_947c53661fb9fe,"{""user_id"": ""3592"", ""attempt"": 3}",meredithkhan@example.com,normal,44
ch_3c1b240e5bf485,cus_78f396c83f9831,3592,29900,0,Eur,succeeded,True,sepa_debit,2025-02-27 07:23:54.707534,Recurring payment - month 2,,,in_4b1b70b5623da0,"{""user_id"": ""3592"", ""recurring_month"": 2}",allenjoe@example.com,normal,20
ch_d661704734ef1c,cus_78f396c83f9831,3592,29900,0,gbp,succeeded,True,card_mastercard,2025-03-29 11:23:54.707534,Recurring payment - month 3,,,in_4377d6528e248e,"{""user_id"": ""3592"", ""recurring_month"": 3}",hornstacy@example.org,normal,22
ch_c28fce38c46574,cus_78f396c83f9831,3592,29900,0,GBP,succeeded,True,card_discover,2025-04-29 06:23:54.707534,Recurring payment - month 4,,,in_47ba46afa85b14,"{""user_id"": ""3592"", ""recurring_month"": 4}",zacharylewis@example.org,normal,24
ch_3832d1ac434b44,cus_78f396c83f9831,3592,29900,0,USD,succeeded,True,card_visa,2025-05-28 09:23:54.707534,Recurring payment - month 5,,,in_d98f41363af404,"{""user_id"": ""3592"", ""recurring_month"": 5}",,normal,7
ch_9c1f74d9c92413,cus_540780e6dc37f4,3597,29900,0,Eur,succeeded,True,card_visa,2025-01-20 10:45:55.225668,Subscription payment for plan price_f4fb3c907643d4,,,in_bd4a6ba2dd50a6,"{""user_id"": ""3597"", ""attempt"": 1}",,highest,65
ch_a7588a73822f9e,cus_540780e6dc37f4,3597,29900,0,eur,succeeded,True,apple_pay,2025-02-19 02:45:54.225668,Recurring payment - month 2,,,in_5e356973bc84a2,"{""user_id"": ""3597"", ""recurring_month"": 2}",adam83@example.org,normal,11
ch_658b7fe7274f73,cus_ed8091bcf04c84,3599,10105,0,Eur,succeeded,True,card_amex,2025-02-07 16:31:08.029765,Subscription payment for plan price_ae74a64ed084d7,,,in_9768252d087090,"{""user_id"": ""3599"", ""attempt"": 1}",kim84@example.com,normal,11
ch_e663242905f0a4,cus_ed8091bcf04c84,3599,9900,0,usd,succeeded,True,card_mastercard,2025-02-19 05:51:58.170774,Subscription payment for plan price_ae74a64ed084d7,,,in_c8d2fcc1eee332,"{""user_id"": ""3599"", ""attempt"": 2}",davischarles@example.org,elevated,6
ch_a14162980aceda,cus_ed8091bcf04c84,3599,9900,0,gbp,succeeded,True,google_pay,2025-03-05 02:44:04.430701,Subscription payment for plan price_ae74a64ed084d7,,,in_1301f4bef49f15,"{""user_id"": ""3599"", ""attempt"": 3}",grosslaura@example.com,highest,1
ch_c4aa7b5a06992f,cus_ed8091bcf04c84,3599,9900,0,Eur,succeeded,True,apple_pay,2025-03-08 02:59:55.676985,Subscription payment for plan price_ae74a64ed084d7,,,in_21fe0a55f1e848,"{""user_id"": ""3599"", ""attempt"": 4}",,normal,51
ch_d7ed110c30a633,cus_ed8091bcf04c84,3599,9900,0,GBP,succeeded,True,card_visa,2025-04-06 14:59:57.676985,Recurring payment - month 2,,,in_9753ec01b0f100,"{""user_id"": ""3599"", ""recurring_month"": 2}",lmccormick@example.net,normal,6
ch_ed23a9793e76c5,cus_ed8091bcf04c84,3599,9900,0,Eur,succeeded,True,sepa_debit,2025-05-06 19:59:57.676985,Recurring payment - month 3,,,in_399cd4f8e2db52,"{""user_id"": ""3599"", ""recurring_month"": 3}",,normal,13
ch_5e21fcdacad1ac,cus_ed8091bcf04c84,3599,9900,0,GBP,succeeded,True,card_visa,2025-06-05 17:59:57.676985,Recurring payment - month 4,,,in_49b561fe30744c,"{""user_id"": ""3599"", ""recurring_month"": 4}",,normal,5
ch_a2096c6d2798e2,cus_ed8091bcf04c84,3599,9900,0,USD,succeeded,True,card_mastercard,2025-07-06 09:59:57.676985,Recurring payment - month 5,,,in_64989ffc11d53c,"{""user_id"": ""3599"", ""recurring_month"": 5}",,normal,29
ch_bb1b16e236c699,cus_0515457e3c2a90,3606,2900,0,gbp,succeeded,True,card_amex,2025-01-09 17:57:41.286280,Subscription payment for plan price_fa9ffc9b1d5725,,,in_1411baa7c90044,"{""user_id"": ""3606"", ""attempt"": 1}",oweber@example.org,normal,63
ch_404154b725f078,cus_0515457e3c2a90,3606,2900,0,usd,succeeded,True,google_pay,2025-02-08 08:57:25.286280,Recurring payment - month 2,,,in_2ba315e520d85d,"{""user_id"": ""3606"", ""recurring_month"": 2}",,normal,7
ch_3d81dbbadf9f7d,cus_8274527bc5c82a,3616,29900,0,usd,succeeded,True,card_visa,2025-01-07 13:21:02.276236,Subscription payment for plan price_d27ccd62b5a861,,,in_10d70fea09bb43,"{""user_id"": ""3616"", ""attempt"": 1}",,normal,44
ch_a93a37f1b23948,cus_8274527bc5c82a,3616,30000,0,USD,succeeded,True,bank_transfer,2025-01-23 13:55:20.724706,Subscription payment for plan price_d27ccd62b5a861,,,in_942f76f833c52e,"{""user_id"": ""3616"", ""attempt"": 2}",,elevated,2
ch_5e2fd33cde40ab,cus_8274527bc5c82a,3616,30834,0,USD,succeeded,True,card_visa,2025-01-27 20:03:25.291341,Subscription payment for plan price_d27ccd62b5a861,,,in_f22e805763471b,"{""user_id"": ""3616"", ""attempt"": 3}",leekaren@example.com,normal,11
ch_612aaf8c2c2c18,cus_8274527bc5c82a,3616,29900,0,usd,succeeded,True,google_pay,2025-01-29 19:31:34.424318,Subscription payment for plan price_d27ccd62b5a861,,,in_42f0e1a2f067c0,"{""user_id"": ""3616"", ""attempt"": 4}",,normal,6
ch_2326937089e131,cus_8274527bc5c82a,3616,29900,0,USD,succeeded,True,card_amex,2025-02-03 12:17:46.696177,Subscription payment for plan price_d27ccd62b5a861,,,in_725f5a33e6cea6,"{""user_id"": ""3616"", ""attempt"": 5}",sjohnson@example.net,normal,1
ch_5f1a5be332c9ab,cus_8274527bc5c82a,3616,29900,0,gbp,succeeded,True,card_visa,2025-03-05 18:17:40.696177,Recurring payment - month 2,,,in_9e852359ada86d,"{""user_id"": ""3616"", ""recurring_month"": 2}",bwarren@example.com,normal,30
ch_61920a9d73e0cd,cus_8274527bc5c82a,3616,29900,0,usd,succeeded,True,bank_transfer,2025-04-04 23:17:40.696177,Recurring payment - month 3,,,in_cc811039e0f453,"{""user_id"": ""3616"", ""recurring_month"": 3}",,normal,6
ch_8fff621a541abf,cus_8274527bc5c82a,3616,29900,0,USD,succeeded,True,sepa_debit,2025-05-04 23:17:40.696177,Recurring payment - month 4,,,in_8f6cc670fad2d9,"{""user_id"": ""3616"", ""recurring_month"": 4}",ythompson@example.org,normal,17
ch_0eb32eba0ee0bc,cus_c62cb6f2b9b057,3621,19900,0,USD,succeeded,True,apple_pay,2025-02-07 18:53:09.870839,Subscription payment for plan price_82179317ff48fd,,,in_85f7d0c0f6ee29,"{""user_id"": ""3621"", ""attempt"": 1}",,normal,58
ch_ad4804661b7d92,cus_c62cb6f2b9b057,3621,19900,0,eur,succeeded,True,card_mastercard,2025-03-09 17:52:55.870839,Recurring payment - month 2,,,in_8da70842051b49,"{""user_id"": ""3621"", ""recurring_month"": 2}",,normal,3
ch_1a88a053dc9ad3,cus_cf6f61b2f8eddd,3643,2900,0,gbp,succeeded,True,card_mastercard,2025-02-17 06:36:56.786678,Subscription payment for plan price_9ddc1df0badeb4,,,in_f69eb255e6d6eb,"{""user_id"": ""3643"", ""attempt"": 1}",,highest,63
ch_5aafb26dbfb3fe,cus_cf6f61b2f8eddd,3643,2900,0,USD,succeeded,True,bank_transfer,2025-03-19 13:36:50.786678,Recurring payment - month 2,,,in_e3ef1098bb6062,"{""user_id"": ""3643"", ""recurring_month"": 2}",,normal,12
ch_5082789976a3b3,cus_cf6f61b2f8eddd,3643,2900,0,USD,succeeded,True,card_discover,2025-04-17 20:36:50.786678,Recurring payment - month 3,,,in_32af31ef756942,"{""user_id"": ""3643"", ""recurring_month"": 3}",,normal,9
ch_287319a8292b7a,cus_cf6f61b2f8eddd,3643,2900,0,gbp,succeeded,True,card_visa,2025-05-18 02:36:50.786678,Recurring payment - month 4,,,in_ccb07a29b39866,"{""user_id"": ""3643"", ""recurring_month"": 4}",yglenn@example.com,normal,7
ch_93af0c8e579658,cus_cf6f61b2f8eddd,3643,2900,0,USD,succeeded,True,card_visa,2025-06-17 10:36:50.786678,Recurring payment - month 5,,,in_2d419a1717b09c,"{""user_id"": ""3643"", ""recurring_month"": 5}",,normal,30
ch_a0410cdb1e3cc5,cus_68e326e2c4eb84,3668,4900,0,usd,failed,False,google_pay,2025-02-05 07:23:57.468683,Subscription payment for plan price_83ffcb96eff7c5,processing_error,Your card was declined.,in_bfcb2398e3f039,"{""user_id"": ""3668"", ""attempt"": 1}",daughertytaylor@example.com,normal,26
ch_7316170010a2ce,cus_68e326e2c4eb84,3668,5065,0,Eur,succeeded,True,card_discover,2025-02-05 09:20:22.087600,Subscription payment for plan price_83ffcb96eff7c5,,,in_10396ef4234501,"{""user_id"": ""3668"", ""attempt"": 2}",travisespinoza@example.com,normal,24
ch_e58e1360c655b4,cus_68e326e2c4eb84,3668,4900,0,GBP,succeeded,True,bank_transfer,2025-03-07 06:20:14.087600,Recurring payment - month 2,,,in_5fc5378f41c937,"{""user_id"": ""3668"", ""recurring_month"": 2}",mitchell02@example.com,normal,3
ch_a71fa6489d7ba7,cus_68e326e2c4eb84,3668,4900,0,GBP,succeeded,True,card_visa,2025-04-06 12:20:14.087600,Recurring payment - month 3,,,in_c8137956c338ab,"{""user_id"": ""3668"", ""recurring_month"": 3}",justinmaldonado@example.org,normal,14
ch_51afd23996396d,cus_68e326e2c4eb84,3668,4900,0,usd,succeeded,True,card_visa,2025-05-06 10:20:14.087600,Recurring payment - month 4,,,in_2383e066a62cf7,"{""user_id"": ""3668"", ""recurring_month"": 4}",,normal,30
ch_e5ec249a50c11f,cus_2bbfbe1fd7a20d,3677,20340,0,USD,succeeded,True,sepa_debit,2025-01-25 10:09:00.454988,Subscription payment for plan price_42f66552a319d1,,,in_edcbed90ad1c71,"{""user_id"": ""3677"", ""attempt"": 1}",lynn33@example.net,highest,29
ch_252c7dba2bc6ee,cus_2bbfbe1fd7a20d,3677,19900,0,Eur,succeeded,True,card_discover,2025-02-24 10:09:04.454988,Recurring payment - month 2,,,in_cd7507717d897e,"{""user_id"": ""3677"", ""recurring_month"": 2}",frank07@example.com,normal,15
ch_e0d899d35d7c6c,cus_2bbfbe1fd7a20d,3677,19900,0,GBP,succeeded,True,card_visa,2025-03-26 03:09:04.454988,Recurring payment - month 3,,,in_2fc2d1f0ceaa23,"{""user_id"": ""3677"", ""recurring_month"": 3}",donaldsonjoel@example.net,normal,28
ch_d9d6b53e0a8e76,cus_2bbfbe1fd7a20d,3677,19900,0,usd,succeeded,True,sepa_debit,2025-04-25 12:09:04.454988,Recurring payment - month 4,,,in_58e5bd6f02119b,"{""user_id"": ""3677"", ""recurring_month"": 4}",,normal,2
ch_87f3b5ef438c39,cus_436c725c5d0023,3680,9900,0,GBP,succeeded,True,apple_pay,2025-01-19 12:14:15.212440,Subscription payment for plan price_d48ed24190f942,,,in_6dad2c488bb591,"{""user_id"": ""3680"", ""attempt"": 1}",phillipsmatthew@example.com,normal,26
ch_268a901d79745b,cus_436c725c5d0023,3680,9900,0,GBP,succeeded,True,bank_transfer,2025-01-21 11:13:33.997184,Subscription payment for plan price_d48ed24190f942,,,in_d9b289b64eed82,"{""user_id"": ""3680"", ""attempt"": 2}",wgarcia@example.org,elevated,38
ch_3c1b20886be140,cus_436c725c5d0023,3680,9506,0,USD,succeeded,True,card_visa,2025-01-29 15:53:47.011762,Subscription payment for plan price_d48ed24190f942,,,in_6918b571aa9d14,"{""user_id"": ""3680"", ""attempt"": 3}",,normal,7
ch_ab3c3ec15e9687,cus_436c725c5d0023,3680,10000,0,GBP,succeeded,True,card_visa,2025-02-21 22:20:29.252216,Subscription payment for plan price_d48ed24190f942,,,in_dc0be941a60848,"{""user_id"": ""3680"", ""attempt"": 4}",staceygomez@example.net,highest,30
ch_abc56d53734a0f,cus_436c725c5d0023,3680,9900,0,USD,succeeded,True,card_amex,2025-03-23 21:19:59.252216,Recurring payment - month 2,,,in_b9d7d166d8d631,"{""user_id"": ""3680"", ""recurring_month"": 2}",brian63@example.net,normal,13
ch_b81f3bbe32de40,cus_436c725c5d0023,3680,9900,0,GBP,succeeded,True,bank_transfer,2025-04-23 01:19:59.252216,Recurring payment - month 3,,,in_df77a96fd324ec,"{""user_id"": ""3680"", ""recurring_month"": 3}",,normal,8
ch_7c050483fd1906,cus_436c725c5d0023,3680,9900,0,GBP,failed,False,sepa_debit,2025-05-22 16:19:59.252216,Recurring payment - month 4,card_declined,Your card was declined.,in_32175d8dc89a3f,"{""user_id"": ""3680"", ""recurring_month"": 4}",,normal,20
ch_075b5dd3905e6b,cus_436c725c5d0023,3680,9900,0,gbp,succeeded,True,apple_pay,2025-06-22 03:19:59.252216,Recurring payment - month 5,,,in_322ce270fd376a,"{""user_id"": ""3680"", ""recurring_month"": 5}",,normal,9
ch_6a344b960416e8,cus_801fbbfc19c787,3681,29900,0,USD,requires_action,False,sepa_debit,2025-02-07 13:42:30.843316,Subscription payment for plan price_66b49034c666da,expired_card,Your card was declined.,in_dec8efbc340917,"{""user_id"": ""3681"", ""attempt"": 1}",brianna31@example.net,elevated,57
ch_aea15b4130cc81,cus_801fbbfc19c787,3681,30665,0,GBP,succeeded,True,apple_pay,2025-02-07 14:29:50.077957,Subscription payment for plan price_66b49034c666da,,,in_c379cfcfe36244,"{""user_id"": ""3681"", ""attempt"": 2}",murraymelvin@example.net,normal,54
ch_f5a1a64606b78c,cus_801fbbfc19c787,3681,29900,0,USD,succeeded,True,card_visa,2025-03-09 21:29:52.077957,Recurring payment - month 2,,,in_d51df82ada4258,"{""user_id"": ""3681"", ""recurring_month"": 2}",wilsonkelly@example.net,normal,22
ch_8b610489cf9dbf,cus_801fbbfc19c787,3681,29900,0,GBP,succeeded,True,card_amex,2025-04-08 13:29:52.077957,Recurring payment - month 3,,,in_868de17b5011ea,"{""user_id"": ""3681"", ""recurring_month"": 3}",geraldwarren@example.com,normal,11
ch_918568f5d4ae5e,cus_801fbbfc19c787,3681,29900,0,usd,succeeded,True,google_pay,2025-05-08 06:29:52.077957,Recurring payment - month 4,,,in_9a6262de20cc2a,"{""user_id"": ""3681"", ""recurring_month"": 4}",johnsonbrittany@example.com,normal,5
ch_597509fc33de2e,cus_8a4d59795424b9,3686,19900,0,usd,succeeded,True,sepa_debit,2025-01-17 01:45:59.605380,Subscription payment for plan price_fd4e21af1147a2,,,in_aa6c434ee7a991,"{""user_id"": ""3686"", ""attempt"": 1}",,elevated,8
ch_bcc8d0e1cb51a4,cus_8bce05267a5a25,3688,19900,0,GBP,succeeded,True,bank_transfer,2025-02-04 18:36:09.805866,Subscription payment for plan price_0082053efec217,,,in_cb410b0a2a259e,"{""user_id"": ""3688"", ""attempt"": 1}",hornjeremy@example.org,normal,39
ch_b2770b7f4133e5,cus_8bce05267a5a25,3688,19900,0,Eur,failed,False,card_amex,2025-03-07 05:36:13.805866,Recurring payment - month 2,card_declined,Your card was declined.,in_7fb57d97c5ba0c,"{""user_id"": ""3688"", ""recurring_month"": 2}",,normal,23
ch_b74a6cd56658d1,cus_8bce05267a5a25,3688,19900,0,GBP,succeeded,True,card_amex,2025-04-05 23:36:13.805866,Recurring payment - month 3,,,in_6bf6aa5716b6d4,"{""user_id"": ""3688"", ""recurring_month"": 3}",mrasmussen@example.net,normal,1
ch_d187b32771bd03,cus_8bce05267a5a25,3688,19900,0,GBP,succeeded,True,apple_pay,2025-05-05 22:36:13.805866,Recurring payment - month 4,,,in_a025b876cf66bd,"{""user_id"": ""3688"", ""recurring_month"": 4}",,normal,30
ch_d004b6083c1933,cus_8bce05267a5a25,3688,19900,0,USD,succeeded,True,card_amex,2025-06-04 12:36:13.805866,Recurring payment - month 5,,,in_dd4ddb29d585ad,"{""user_id"": ""3688"", ""recurring_month"": 5}",jamesglover@example.net,normal,16
ch_86d037f9c96fb4,cus_adb9df1db97af4,3691,19900,0,USD,failed,False,card_visa,2025-01-20 15:07:56.773516,Subscription payment for plan price_02714e137e39fb,card_declined,Your card was declined.,in_e467360fc23a84,"{""user_id"": ""3691"", ""attempt"": 1}",,normal,72
ch_15ef3fbc9dbebd,cus_adb9df1db97af4,3691,19900,0,USD,succeeded,True,bank_transfer,2025-02-01 22:42:55.252849,Subscription payment for plan price_02714e137e39fb,,,in_6034df9311ab97,"{""user_id"": ""3691"", ""attempt"": 2}",,normal,6
ch_e2714add7dae0b,cus_adb9df1db97af4,3691,19900,0,eur,succeeded,True,sepa_debit,2025-03-03 23:42:55.252849,Recurring payment - month 2,,,in_d714738777f9d5,"{""user_id"": ""3691"", ""recurring_month"": 2}",iwilliams@example.net,normal,2
ch_78186f25402376,cus_adb9df1db97af4,3691,19900,0,usd,succeeded,True,sepa_debit,2025-04-03 03:42:55.252849,Recurring payment - month 3,,,in_86270eb23804d6,"{""user_id"": ""3691"", ""recurring_month"": 3}",,normal,27
ch_8ad7fced84fcfb,cus_895afc0f325713,3694,29950,0,USD,succeeded,True,apple_pay,2025-02-18 13:22:39.908206,Subscription payment for plan price_78c38d1cc57e07,,,in_e94df20e53f2b5,"{""user_id"": ""3694"", ""attempt"": 1}",hbradley@example.org,normal,22
ch_8ec61a66016d5d,cus_895afc0f325713,3694,29900,0,Eur,succeeded,True,card_visa,2025-03-20 20:22:27.908206,Recurring payment - month 2,,,in_b43ded70918e20,"{""user_id"": ""3694"", ""recurring_month"": 2}",,normal,27
ch_8de54b7ba44870,cus_e2b87a9b50b63f,3695,19900,0,GBP,succeeded,True,card_amex,2025-01-07 15:37:47.195927,Subscription payment for plan price_10c0f7cd243a8f,,,in_7848c1c236fc67,"{""user_id"": ""3695"", ""attempt"": 1}",adam56@example.com,normal,51
ch_827dda22f45891,cus_e2b87a9b50b63f,3695,19900,0,eur,succeeded,True,google_pay,2025-02-07 00:37:47.195927,Recurring payment - month 2,,,in_2f624d0a9cae5a,"{""user_id"": ""3695"", ""recurring_month"": 2}",,normal,24
ch_2ce86e4548ed35,cus_e2b87a9b50b63f,3695,19900,0,Eur,succeeded,True,apple_pay,2025-03-08 15:37:47.195927,Recurring payment - month 3,,,in_a859b70f46e2cc,"{""user_id"": ""3695"", ""recurring_month"": 3}",megandeleon@example.com,normal,26
ch_56355ecdaa26e0,cus_bc0c84178d1e34,3698,29900,7475,Eur,succeeded,True,card_amex,2025-01-24 07:22:05.843635,Subscription payment for plan price_0df49340627759,,,in_f6b456fc114926,"{""user_id"": ""3698"", ""attempt"": 1}",gsmith@example.org,normal,22
ch_f9e8e0c3dd709a,cus_bc0c84178d1e34,3698,29900,7475,Eur,failed,False,card_amex,2025-01-24 07:21:55.843635,Subscription payment for plan price_0df49340627759,idempotency_key_in_use,,in_f6b456fc114926,"{""user_id"": ""3698"", ""attempt"": 1}",gsmith@example.org,normal,22
ch_edd9b521dd123e,cus_bc0c84178d1e34,3698,29900,0,usd,succeeded,True,bank_transfer,2025-02-23 04:21:55.843635,Recurring payment - month 2,,,in_c552196d4775b3,"{""user_id"": ""3698"", ""recurring_month"": 2}",,normal,1
ch_ae1965d4778ac6,cus_bc0c84178d1e34,3698,29900,0,eur,succeeded,True,apple_pay,2025-03-25 15:21:55.843635,Recurring payment - month 3,,,in_57f2f11fd58e6a,"{""user_id"": ""3698"", ""recurring_month"": 3}",crodriguez@example.org,normal,2
ch_d0e33c2c5604ef,cus_bc0c84178d1e34,3698,29900,0,Eur,succeeded,True,card_mastercard,2025-04-24 03:21:55.843635,Recurring payment - month 4,,,in_bb4db8c674d48f,"{""user_id"": ""3698"", ""recurring_month"": 4}",dgonzalez@example.com,normal,19
ch_37a9483dede7a5,cus_bc0c84178d1e34,3698,29900,0,GBP,succeeded,True,card_discover,2025-05-24 05:21:55.843635,Recurring payment - month 5,,,in_de13ea05f8177d,"{""user_id"": ""3698"", ""recurring_month"": 5}",,normal,12
ch_2db9576aa48409,cus_6a04c74dedbd34,3702,2900,0,Eur,requires_action,False,sepa_debit,2025-01-29 07:12:49.158204,Subscription payment for plan price_129a86b530d9ed,insufficient_funds,Your card was declined.,in_f9f84a49f2e4af,"{""user_id"": ""3702"", ""attempt"": 1}",,elevated,82
ch_d50bf5e366b3c4,cus_9f0f8e4e50bf1d,3705,19900,0,eur,failed,False,sepa_debit,2025-01-07 03:25:36.346168,Subscription payment for plan price_299d0806371618,expired_card,Your card was declined.,in_b397383d06c9dc,"{""user_id"": ""3705"", ""attempt"": 1}",matthewsbrenda@example.net,normal,66
ch_b54871a8d69d69,cus_9f0f8e4e50bf1d,3705,19900,0,USD,succeeded,True,apple_pay,2025-01-07 04:37:11.792336,Subscription payment for plan price_299d0806371618,,,in_b89218dd35afe3,"{""user_id"": ""3705"", ""attempt"": 2}",pamela31@example.net,normal,17
ch_8c694428e15a5b,cus_9f0f8e4e50bf1d,3705,19900,0,eur,succeeded,True,google_pay,2025-01-31 19:18:03.231357,Subscription payment for plan price_299d0806371618,,,in_7e2b2bc8f5aa61,"{""user_id"": ""3705"", ""attempt"": 3}",robertcolon@example.net,normal,24
ch_2d16448d2e8d33,cus_9f0f8e4e50bf1d,3705,19900,0,USD,succeeded,True,bank_transfer,2025-03-02 21:17:45.231357,Recurring payment - month 2,,,in_186145a1f87198,"{""user_id"": ""3705"", ""recurring_month"": 2}",,normal,28
ch_a9f6a54fc4a2c3,cus_a2316c8a6f52b1,3708,19800,0,USD,succeeded,True,apple_pay,2025-02-21 18:53:24.318783,Subscription payment for plan price_30a7df5c1a4fdd,,,in_4a59e2fa0b9c3e,"{""user_id"": ""3708"", ""attempt"": 1}",kayleejackson@example.net,normal,15
ch_fb2a6f6ab11ab7,cus_a2316c8a6f52b1,3708,19900,0,usd,succeeded,True,card_discover,2025-03-23 12:52:55.318783,Recurring payment - month 2,,,in_100414329ad628,"{""user_id"": ""3708"", ""recurring_month"": 2}",nichole56@example.com,normal,13
ch_74e58a95966fe9,cus_9d8a9e2b0d218b,3711,29900,0,usd,requires_action,False,card_mastercard,2025-02-17 05:44:58.701213,Subscription payment for plan price_570b794d86e236,insufficient_funds,Your card was declined.,in_e9b3a5c44fa1c7,"{""user_id"": ""3711"", ""attempt"": 1}",vgordon@example.org,normal,71
ch_6b85c181a51ed0,cus_9d8a9e2b0d218b,3711,29900,0,gbp,succeeded,True,sepa_debit,2025-02-17 06:25:24.394530,Subscription payment for plan price_570b794d86e236,,,in_091c08dab65b54,"{""user_id"": ""3711"", ""attempt"": 2}",hcantu@example.org,highest,15
ch_1d7a42df27815f,cus_9d8a9e2b0d218b,3711,29900,0,Eur,succeeded,True,card_discover,2025-03-19 12:25:16.394530,Recurring payment - month 2,,,in_aef17d644fbba2,"{""user_id"": ""3711"", ""recurring_month"": 2}",aclements@example.org,normal,26
ch_a49f5a582b27bd,cus_ae910df811f2ca,3713,2900,0,eur,succeeded,True,sepa_debit,2025-01-12 23:48:13.583627,Subscription payment for plan price_849bf2f4c594f8,,,in_61c4a8e56f7a59,"{""user_id"": ""3713"", ""attempt"": 1}",rachaelstuart@example.com,normal,40
ch_b8d3919f9ccbc8,cus_ae910df811f2ca,3713,2900,0,gbp,succeeded,True,apple_pay,2025-01-22 14:38:36.210370,Subscription payment for plan price_849bf2f4c594f8,,,in_5d6cedf0f2feec,"{""user_id"": ""3713"", ""attempt"": 2}",,highest,52
ch_20c7c47dc76820,cus_ae910df811f2ca,3713,2900,0,Eur,succeeded,True,card_mastercard,2025-02-21 09:38:13.210370,Recurring payment - month 2,,,in_7bb7161c592ff0,"{""user_id"": ""3713"", ""recurring_month"": 2}",,normal,4
ch_58ca4f87ce9a70,cus_2d9b6e26e0cf6b,3723,9900,0,eur,succeeded,True,card_discover,2025-01-14 14:54:50.139950,Subscription payment for plan price_2f7fed00309c50,,,in_4f7fdde936181f,"{""user_id"": ""3723"", ""attempt"": 1}",jamesvazquez@example.org,highest,52
ch_1a759e98060301,cus_2d9b6e26e0cf6b,3723,9900,0,USD,succeeded,True,card_amex,2025-01-16 08:40:45.999402,Subscription payment for plan price_2f7fed00309c50,,,in_5b9471fcb0fd39,"{""user_id"": ""3723"", ""attempt"": 2}",,elevated,65
ch_facdf00ba53588,cus_2d9b6e26e0cf6b,3723,9900,0,eur,succeeded,True,card_visa,2025-02-15 11:40:44.999402,Recurring payment - month 2,,,in_b36e220990bd66,"{""user_id"": ""3723"", ""recurring_month"": 2}",,normal,27
ch_463783e1124ab8,cus_2d9b6e26e0cf6b,3723,9900,0,gbp,succeeded,True,bank_transfer,2025-03-17 05:40:44.999402,Recurring payment - month 3,,,in_58e2120713f481,"{""user_id"": ""3723"", ""recurring_month"": 3}",,normal,23
ch_9a96a162a70e4b,cus_2d9b6e26e0cf6b,3723,9900,0,USD,succeeded,True,bank_transfer,2025-04-15 20:40:44.999402,Recurring payment - month 4,,,in_7060851a002b24,"{""user_id"": ""3723"", ""recurring_month"": 4}",james39@example.com,normal,12
ch_4f5dba22ac59c2,cus_2d9b6e26e0cf6b,3723,9900,0,GBP,succeeded,True,card_visa,2025-05-16 10:40:44.999402,Recurring payment - month 5,,,in_341c5ea27cf299,"{""user_id"": ""3723"", ""recurring_month"": 5}",qwest@example.com,normal,6
ch_b9ac76b6c4eace,cus_e079a9c250997f,3730,29900,0,usd,failed,False,card_visa,2025-01-22 12:38:49.790008,Subscription payment for plan price_d8875c80dbbfb2,expired_card,Your card was declined.,in_864f54fecd20c0,"{""user_id"": ""3730"", ""attempt"": 1}",,normal,62
ch_d2a9b3349ed8c8,cus_e079a9c250997f,3730,29900,0,usd,failed,False,card_visa,2025-01-22 12:38:36.790008,Subscription payment for plan price_d8875c80dbbfb2,idempotency_key_in_use,Your card was declined.,in_864f54fecd20c0,"{""user_id"": ""3730"", ""attempt"": 1}",,normal,62
ch_b78117421b386d,cus_e079a9c250997f,3730,29900,0,eur,succeeded,True,card_visa,2025-02-01 21:05:05.623538,Subscription payment for plan price_d8875c80dbbfb2,,,in_b14c328854ef07,"{""user_id"": ""3730"", ""attempt"": 2}",,elevated,30
